0, 896 67 77 80;
1, 976 67 0 0;
2, 976 68 79 133;
3, 1109 68 0 80;
4, 1189 58 80 43;
5, 1232 58 0 0;
6, 1232 59 99 80;
7, 1312 59 0 58;
8, 1370 65 84 86;
9, 1456 65 0 0;
10, 1456 67 86 64;
11, 1520 67 0 0;
12, 1520 95 86 32;
13, 1552 95 0 298;
14, 1850 66 75 150;
15, 2000 66 0 0;
16, 2000 67 63 101;
17, 2101 67 0 0;
18, 2101 78 106 85;
19, 2186 78 0 0;
20, 2186 65 79 224;
21, 2410 65 0 0;
22, 2410 78 49 256;
23, 2666 78 0 0;
24, 2666 77 21 91;
25, 2757 77 0 0;
26, 2757 66 77 277;
27, 3034 66 0 0;
28, 3034 65 79 102;
29, 3136 65 0 0;
30, 3136 67 79 69;
31, 3205 67 0 0;
32, 3205 95 79 64;
33, 3269 95 0 0;
34, 3269 66 66 128;
35, 3397 66 0 0;
36, 3397 78 105 192;
37, 3589 78 0 0;
38, 3589 57 75 64;
39, 3653 57 0 117;
40, 3770 66 74 187;
41, 3957 66 0 0;
42, 3957 78 110 235;
43, 4192 78 0 0;
44, 4192 45 88 48;
45, 4240 45 0 0;
46, 4240 44 88 133;
47, 4373 44 0 309;
48, 4682 57 67 155;
49, 4837 57 0 149;
50, 4986 54 55 107;
51, 5093 54 0 469;
52, 5562 57 90 43;
53, 5605 57 0 0;
54, 5605 58 93 107;
55, 5712 58 0 0;
56, 5712 60 74 53;
57, 5765 60 0 0;
58, 5765 59 72 512;
59, 6277 59 0 325;
60, 6602 48 72 32;
61, 6634 48 0 0;
62, 6634 60 71 128;
63, 6762 60 0 0;
64, 6762 56 91 139;
65, 6901 56 0 0;
66, 6901 40 94 144;
67, 7045 40 0 1077;
68, 8122 43 79 64;
69, 8186 43 0 0;
70, 8186 53 72 160;
71, 8346 53 0 0;
72, 8346 54 78 107;
73, 8453 54 0 229;
74, 8682 54 74 32;
75, 8714 54 0 208;
76, 8922 53 75 112;
77, 9034 53 0 0;
78, 9034 42 83 187;
79, 9221 42 0 331;
80, 9552 63 93 105;
81, 9657 63 0 0;
82, 9657 64 94 103;
83, 9760 64 0 0;
84, 9760 65 69 85;
85, 9845 65 0 0;
86, 9845 78 105 347;
87, 10192 78 0 0;
88, 10192 77 81 85;
89, 10277 77 0 0;
90, 10277 78 66 112;
91, 10389 78 0 133;
92, 10522 60 73 70;
93, 10592 60 0 0;
94, 10592 59 78 101;
95, 10693 59 0 53;
96, 10746 59 88 123;
97, 10869 59 0 0;
98, 10869 61 92 128;
99, 10997 61 0 176;
100, 11173 61 89 139;
101, 11312 61 0 170;
102, 11482 60 98 64;
103, 11546 60 0 0;
104, 11546 78 101 54;
105, 11600 78 0 426;
106, 12026 71 95 38;
107, 12064 71 0 0;
108, 12064 70 98 186;
109, 12250 70 0 96;
110, 12346 58 86 54;
111, 12400 58 0 266;
112, 12666 57 77 379;
113, 13045 57 0 0;
114, 13045 69 90 53;
115, 13098 69 0 0;
116, 13098 57 90 144;
117, 13242 57 0 118;
