0, 911 67 77 75;
1, 986 67 0 0;
2, 986 68 79 139;
3, 1125 68 0 74;
4, 1199 58 78 32;
5, 1231 58 0 0;
6, 1231 59 95 91;
7, 1322 59 0 59;
8, 1381 65 84 80;
9, 1461 65 0 0;
10, 1461 67 85 48;
11, 1509 67 0 0;
12, 1509 95 87 64;
13, 1573 95 0 288;
14, 1861 66 75 144;
15, 2005 66 0 0;
16, 2005 67 64 106;
17, 2111 67 0 0;
18, 2111 78 106 48;
19, 2159 78 0 0;
20, 2159 65 98 75;
21, 2234 65 0 0;
22, 2234 77 69 80;
23, 2314 77 0 0;
24, 2314 65 57 107;
25, 2421 65 0 0;
26, 2421 78 48 330;
27, 2751 78 0 0;
28, 2751 66 83 294;
29, 3045 66 0 0;
30, 3045 65 80 106;
31, 3151 65 0 0;
32, 3151 67 79 54;
33, 3205 67 0 0;
34, 3205 95 79 64;
35, 3269 95 0 0;
36, 3269 66 65 138;
37, 3407 66 0 0;
38, 3407 78 106 187;
39, 3594 78 0 0;
40, 3594 57 71 64;
41, 3658 57 0 117;
42, 3775 66 77 192;
43, 3967 66 0 0;
44, 3967 78 110 235;
45, 4202 78 0 0;
46, 4202 45 88 48;
47, 4250 45 0 0;
48, 4250 44 88 43;
49, 4293 44 0 0;
50, 4293 51 86 405;
51, 4698 51 0 0;
52, 4698 57 67 149;
53, 4847 57 0 150;
54, 4997 54 56 74;
55, 5071 54 0 491;
56, 5562 57 89 53;
57, 5615 57 0 0;
58, 5615 58 93 160;
59, 5775 58 0 0;
60, 5775 59 72 331;
61, 6106 59 0 0;
62, 6106 58 63 107;
63, 6213 58 0 400;
64, 6613 48 72 165;
65, 6778 48 0 0;
66, 6778 56 91 133;
67, 6911 56 0 0;
68, 6911 40 94 144;
69, 7055 40 0 1126;
70, 8181 53 73 176;
71, 8357 53 0 0;
72, 8357 54 78 106;
73, 8463 54 0 48;
74, 8511 55 77 187;
75, 8698 55 0 0;
76, 8698 54 74 139;
77, 8837 54 0 96;
78, 8933 53 75 298;
79, 9231 53 0 331;
80, 9562 63 94 43;
81, 9605 63 0 0;
82, 9605 64 94 165;
83, 9770 64 0 0;
84, 9770 65 70 101;
85, 9871 65 0 0;
86, 9871 78 106 534;
87, 10405 78 0 96;
88, 10501 61 80 32;
89, 10533 61 0 0;
90, 10533 60 72 277;
91, 10810 60 0 0;
92, 10810 59 81 69;
93, 10879 59 0 0;
94, 10879 61 91 144;
95, 11023 61 0 203;
96, 11226 61 87 91;
97, 11317 61 0 85;
98, 11402 55 61 91;
99, 11493 55 0 0;
100, 11493 60 97 117;
101, 11610 60 0 421;
102, 12031 71 95 43;
103, 12074 71 0 0;
104, 12074 70 97 133;
105, 12207 70 0 150;
106, 12357 58 89 53;
107, 12410 58 0 213;
108, 12623 58 87 54;
109, 12677 58 0 0;
110, 12677 57 77 186;
111, 12863 57 0 91;
112, 12954 57 87 112;
113, 13066 57 0 0;
114, 13066 69 91 43;
115, 13109 69 0 0;
116, 13109 57 90 144;
117, 13253 57 0 117;
