0, 933 67 78 74;
1, 1007 67 0 0;
2, 1007 68 79 139;
3, 1146 68 0 69;
4, 1215 58 79 38;
5, 1253 58 0 0;
6, 1253 59 96 96;
7, 1349 59 0 53;
8, 1402 65 85 75;
9, 1477 65 0 0;
10, 1477 67 86 64;
11, 1541 67 0 0;
12, 1541 95 87 53;
13, 1594 95 0 64;
14, 1658 59 85 43;
15, 1701 59 0 0;
16, 1701 79 102 69;
17, 1770 79 0 101;
18, 1871 66 74 160;
19, 2031 66 0 0;
20, 2031 67 63 107;
21, 2138 67 0 0;
22, 2138 78 106 32;
23, 2170 78 0 0;
24, 2170 65 98 91;
25, 2261 65 0 0;
26, 2261 77 67 37;
27, 2298 77 0 0;
28, 2298 65 61 75;
29, 2373 65 0 0;
30, 2373 78 51 42;
31, 2415 78 0 0;
32, 2415 77 52 96;
33, 2511 77 0 0;
34, 2511 78 32 134;
35, 2645 78 0 0;
36, 2645 77 20 122;
37, 2767 77 0 0;
38, 2767 66 84 299;
39, 3066 66 0 0;
40, 3066 65 80 96;
41, 3162 65 0 0;
42, 3162 67 79 64;
43, 3226 67 0 0;
44, 3226 95 79 64;
45, 3290 95 0 0;
46, 3290 66 65 133;
47, 3423 66 0 0;
48, 3423 78 104 198;
49, 3621 78 0 0;
50, 3621 57 76 53;
51, 3674 57 0 69;
52, 3743 63 87 54;
53, 3797 63 0 0;
54, 3797 66 76 186;
55, 3983 66 0 0;
56, 3983 78 110 171;
57, 4154 78 0 0;
58, 4154 77 78 32;
59, 4186 77 0 37;
60, 4223 45 89 48;
61, 4271 45 0 0;
62, 4271 44 88 118;
63, 4389 44 0 64;
64, 4453 95 82 74;
65, 4527 95 0 91;
66, 4618 58 66 43;
67, 4661 58 0 0;
68, 4661 45 65 53;
69, 4714 45 0 0;
70, 4714 57 68 101;
71, 4815 57 0 0;
72, 4815 56 62 54;
73, 4869 56 0 149;
74, 5018 54 57 85;
75, 5103 54 0 315;
76, 5418 58 83 48;
77, 5466 58 0 112;
78, 5578 57 88 53;
79, 5631 57 0 0;
80, 5631 58 93 102;
81, 5733 58 0 0;
82, 5733 60 75 64;
83, 5797 60 0 0;
84, 5797 59 72 330;
85, 6127 59 0 0;
86, 6127 58 63 32;
87, 6159 58 0 0;
88, 6159 57 62 139;
89, 6298 57 0 123;
90, 6421 59 94 32;
91, 6453 59 0 181;
92, 6634 48 71 27;
93, 6661 48 0 0;
94, 6661 60 71 37;
95, 6698 60 0 0;
96, 6698 59 71 59;
97, 6757 59 0 32;
98, 6789 56 91 42;
99, 6831 56 0 0;
100, 6831 57 92 48;
101, 6879 57 0 0;
102, 6879 59 90 54;
103, 6933 59 0 0;
104, 6933 40 93 133;
105, 7066 40 0 0;
106, 7066 39 92 213;
107, 7279 39 0 0;
108, 7279 58 90 43;
109, 7322 58 0 875;
110, 8197 53 74 170;
111, 8367 53 0 0;
112, 8367 54 77 112;
113, 8479 54 0 48;
114, 8527 55 78 64;
115, 8591 55 0 0;
116, 8591 54 73 48;
117, 8639 54 0 0;
118, 8639 53 76 70;
119, 8709 53 0 0;
120, 8709 54 73 101;
121, 8810 54 0 155;
122, 8965 53 74 106;
123, 9071 53 0 0;
124, 9071 42 83 64;
125, 9135 42 0 0;
126, 9135 73 85 54;
127, 9189 73 0 0;
128, 9189 53 82 64;
129, 9253 53 0 53;
130, 9306 72 58 112;
131, 9418 72 0 160;
132, 9578 63 95 48;
133, 9626 63 0 0;
134, 9626 64 96 85;
135, 9711 64 0 0;
136, 9711 65 76 54;
137, 9765 65 0 0;
138, 9765 64 75 32;
139, 9797 64 0 0;
140, 9797 65 67 80;
141, 9877 65 0 0;
142, 9877 78 105 165;
143, 10042 78 0 0;
144, 10042 66 110 32;
145, 10074 66 0 0;
146, 10074 78 109 115;
147, 10189 78 0 0;
148, 10189 77 105 130;
149, 10319 77 0 0;
150, 10319 78 69 107;
151, 10426 78 0 96;
152, 10522 61 79 37;
153, 10559 61 0 0;
154, 10559 60 73 27;
155, 10586 60 0 0;
156, 10586 59 66 160;
157, 10746 59 0 0;
158, 10746 71 84 32;
159, 10778 71 0 0;
160, 10778 59 88 117;
161, 10895 59 0 0;
162, 10895 61 91 64;
163, 10959 61 0 0;
164, 10959 79 92 64;
165, 11023 79 0 182;
166, 11205 61 88 80;
167, 11285 61 0 0;
168, 11285 79 93 32;
169, 11317 79 0 0;
170, 11317 78 88 26;
171, 11343 78 0 70;
172, 11413 55 61 37;
173, 11450 55 0 75;
174, 11525 60 102 48;
175, 11573 60 0 0;
176, 11573 78 102 32;
177, 11605 78 0 0;
178, 11605 59 83 48;
179, 11653 59 0 0;
180, 11653 60 70 85;
181, 11738 60 0 315;
182, 12053 71 95 48;
183, 12101 71 0 0;
184, 12101 70 96 85;
185, 12186 70 0 176;
186, 12362 58 89 107;
187, 12469 58 0 176;
188, 12645 58 87 42;
189, 12687 58 0 0;
190, 12687 57 78 256;
191, 12943 57 0 0;
192, 12943 56 88 32;
193, 12975 56 0 0;
194, 12975 57 88 107;
195, 13082 57 0 0;
196, 13082 69 93 48;
197, 13130 69 0 0;
198, 13130 57 90 80;
199, 13210 57 0 0;
200, 13210 56 83 32;
201, 13242 56 0 0;
202, 13242 57 69 96;
203, 13338 57 0 53;
204, 13391 57 40 91;
205, 13482 57 0 0;
206, 13482 66 66 48;
207, 13530 66 0 0;
208, 13530 78 110 75;
209, 13605 78 0 0;
210, 13605 65 95 74;
211, 13679 65 0 0;
212, 13679 66 79 32;
213, 13711 66 0 0;
214, 13711 65 72 118;
215, 13829 65 0 0;
216, 13829 66 88 32;
217, 13861 66 0 0;
218, 13861 78 111 298;
219, 14159 78 0 0;
220, 14159 77 109 480;
221, 14639 77 0 0;
222, 14639 76 85 64;
223, 14703 76 0 0;
224, 14703 55 78 32;
225, 14735 55 0 32;
226, 14767 54 60 70;
227, 14837 54 0 0;
228, 14837 56 70 26;
229, 14863 56 0 0;
230, 14863 57 84 150;
231, 15013 57 0 101;
232, 15114 56 81 27;
233, 15141 56 0 0;
234, 15141 55 73 64;
235, 15205 55 0 0;
236, 15205 56 69 69;
237, 15274 56 0 0;
238, 15274 57 64 59;
239, 15333 57 0 0;
